X,Y,Z,formation
179.1020833,-34.83541667,-2125,Chalk
179.0770833,-34.88958333,-2124,Chalk
179.0395833,-34.87708333,-2124,Chalk
179.08125,-34.86875,-2124,Chalk
179.0645833,-34.90208333,-2123,Chalk
179.06875,-34.90208333,-2123,Chalk
179.06875,-34.88958333,-2123,Chalk
179.0854167,-34.86875,-2123,Chalk
179.05625,-34.91875,-2122,Chalk
179.08125,-34.91458333,-2122,Chalk
179.0604167,-34.90208333,-2120,Chalk
179.0354167,-34.86875,-2120,Chalk
179.0895833,-34.83958333,-2120,Chalk
179.03125,-34.90625,-2119,Chalk
179.1020833,-34.89375,-2119,Chalk
179.0604167,-34.88541667,-2119,Chalk
179.0729167,-34.88958333,-2118,Chalk
179.1020833,-34.83958333,-2118,Chalk
179.0604167,-34.91041667,-2117,Chalk
179.0479167,-34.86875,-2117,Chalk
179.0979167,-34.84375,-2116,Chalk
179.0729167,-34.82708333,-2116,Chalk
179.0229167,-34.91041667,-2114,Chalk
179.0979167,-34.83958333,-2114,Chalk
179.0979167,-34.84791667,-2113,Chalk
179.0729167,-34.85625,-2112,Chalk
179.05625,-34.85208333,-2112,Chalk
179.0604167,-34.89791667,-2111,Chalk
179.0770833,-34.87708333,-2111,Chalk
179.0270833,-34.90625,-2110,Chalk
179.03125,-34.90208333,-2110,Chalk
179.0854167,-34.87708333,-2110,Chalk
179.01875,-34.91458333,-2109,Chalk
179.0270833,-34.91041667,-2109,Chalk
179.05625,-34.86875,-2109,Chalk
179.04375,-34.91875,-2108,Chalk
179.0770833,-34.91875,-2108,Chalk
179.0354167,-34.90208333,-2107,Chalk
179.0229167,-34.91458333,-2106,Chalk
179.01875,-34.91041667,-2105,Chalk
179.0770833,-34.88541667,-2105,Chalk
179.08125,-34.83125,-2105,Chalk
179.03125,-34.91041667,-2104,Chalk
179.01875,-34.91875,-2103,Chalk
179.01875,-34.90625,-2103,Chalk
179.0354167,-34.90625,-2103,Chalk
179.0729167,-34.90208333,-2103,Chalk
179.05625,-34.89375,-2103,Chalk
179.0729167,-34.84375,-2103,Chalk
179.05625,-34.90625,-2102,Chalk
179.0270833,-34.90208333,-2102,Chalk
179.1020833,-34.86458333,-2102,Chalk
179.0770833,-34.84791667,-2102,Chalk
179.0229167,-34.83125,-2102,Chalk
179.0229167,-34.90625,-2101,Chalk
179.06875,-34.86875,-2100,Chalk
179.0770833,-34.82708333,-2100,Chalk
179.0604167,-34.85208333,-2099,Chalk
179.09375,-34.86875,-2098,Chalk
179.0854167,-34.83958333,-2098,Chalk
179.0895833,-34.90208333,-2097,Chalk
179.03125,-34.89791667,-2096,Chalk
179.0479167,-34.91875,-2095,Chalk
179.01875,-34.83541667,-2095,Chalk
179.0645833,-34.85208333,-2094,Chalk
179.0520833,-34.91875,-2093,Chalk
179.0270833,-34.89791667,-2093,Chalk
179.0229167,-34.91875,-2091,Chalk
179.04375,-34.91458333,-2091,Chalk
179.09375,-34.89791667,-2091,Chalk
179.0520833,-34.86875,-2091,Chalk
179.08125,-34.83541667,-2091,Chalk
179.0354167,-34.89791667,-2088,Chalk
179.08125,-34.91041667,-2087,Chalk
179.0645833,-34.89791667,-2087,Chalk
179.0354167,-34.85208333,-2087,Chalk
179.06875,-34.85625,-2086,Chalk
179.04375,-34.88125,-2085,Chalk
179.0854167,-34.87291667,-2085,Chalk
179.0229167,-34.90208333,-2084,Chalk
179.0270833,-34.89375,-2084,Chalk
179.0395833,-34.87291667,-2084,Chalk
179.01875,-34.92291667,-2083,Chalk
179.01875,-34.90208333,-2083,Chalk
179.0395833,-34.90208333,-2083,Chalk
179.0645833,-34.85625,-2083,Chalk
179.09375,-34.84375,-2082,Chalk
179.0604167,-34.90625,-2081,Chalk
179.0395833,-34.89791667,-2081,Chalk
179.0270833,-34.91458333,-2080,Chalk
179.0729167,-34.86458333,-2080,Chalk
179.0979167,-34.85208333,-2080,Chalk
179.05625,-34.91041667,-2079,Chalk
179.05625,-34.87291667,-2079,Chalk
179.0395833,-34.90625,-2078,Chalk
179.0229167,-34.89791667,-2078,Chalk
179.09375,-34.88125,-2077,Chalk
179.0354167,-34.86458333,-2077,Chalk
179.0770833,-34.89791667,-2076,Chalk
179.0520833,-34.86458333,-2076,Chalk
179.0520833,-34.91458333,-2072,Chalk
179.0854167,-34.86041667,-2072,Chalk
179.0479167,-34.86458333,-2071,Chalk
179.0395833,-34.89375,-2069,Chalk
179.0354167,-34.85625,-2069,Chalk
179.06875,-34.92291667,-2068,Chalk
179.0979167,-34.89375,-2068,Chalk
179.1020833,-34.85625,-2068,Chalk
179.09375,-34.84791667,-2068,Chalk
179.06875,-34.89791667,-2067,Chalk
179.08125,-34.89375,-2067,Chalk
179.08125,-34.90625,-2066,Chalk
179.0229167,-34.88958333,-2066,Chalk
179.06875,-34.84375,-2066,Chalk
179.0354167,-34.86041667,-2065,Chalk
179.1020833,-34.86041667,-2064,Chalk
179.08125,-34.85625,-2064,Chalk
179.0895833,-34.84375,-2064,Chalk
179.0270833,-34.83125,-2064,Chalk
179.06875,-34.87708333,-2063,Chalk
179.0520833,-34.84375,-2063,Chalk
179.0729167,-34.91875,-2062,Chalk
179.0520833,-34.83125,-2062,Chalk
179.0229167,-34.92291667,-2061,Chalk
179.01875,-34.88541667,-2061,Chalk
179.0354167,-34.91041667,-2060,Chalk
179.0479167,-34.84375,-2060,Chalk
179.0645833,-34.84375,-2059,Chalk
179.08125,-34.83958333,-2059,Chalk
179.03125,-34.91458333,-2058,Chalk
179.0479167,-34.83125,-2058,Chalk
179.01875,-34.88958333,-2057,Chalk
179.0270833,-34.88958333,-2057,Chalk
179.0520833,-34.85208333,-2057,Chalk
179.0604167,-34.89375,-2056,Chalk
179.04375,-34.83125,-2056,Chalk
179.0604167,-34.87291667,-2055,Chalk
179.0729167,-34.89791667,-2053,Chalk
179.0604167,-34.85625,-2052,Chalk
179.0604167,-34.84375,-2052,Chalk
179.0229167,-34.83541667,-2052,Chalk
179.0354167,-34.89375,-2051,Chalk
179.0520833,-34.88541667,-2051,Chalk
179.1020833,-34.86875,-2051,Chalk
179.0479167,-34.85625,-2051,Chalk
179.03125,-34.83125,-2051,Chalk
179.0645833,-34.88125,-2050,Chalk
179.03125,-34.89375,-2049,Chalk
179.0729167,-34.86875,-2049,Chalk
179.0854167,-34.84375,-2049,Chalk
179.0354167,-34.83125,-2049,Chalk
179.0479167,-34.91458333,-2048,Chalk
179.04375,-34.90625,-2048,Chalk
179.04375,-34.90208333,-2048,Chalk
179.0395833,-34.84375,-2048,Chalk
179.0854167,-34.90208333,-2046,Chalk
179.04375,-34.89791667,-2044,Chalk
179.04375,-34.84375,-2044,Chalk
179.01875,-34.83958333,-2044,Chalk
179.01875,-34.89791667,-2043,Chalk
179.0229167,-34.88541667,-2043,Chalk
179.09375,-34.85208333,-2043,Chalk
179.0395833,-34.83125,-2043,Chalk
179.04375,-34.87708333,-2041,Chalk
179.05625,-34.86458333,-2041,Chalk
179.05625,-34.85625,-2040,Chalk
179.0395833,-34.84791667,-2040,Chalk
179.0729167,-34.84791667,-2040,Chalk
179.0645833,-34.88541667,-2038,Chalk
179.0729167,-34.88541667,-2038,Chalk
179.0270833,-34.88541667,-2037,Chalk
179.04375,-34.89375,-2036,Chalk
179.1020833,-34.88958333,-2036,Chalk
179.09375,-34.87708333,-2036,Chalk
179.0270833,-34.91875,-2033,Chalk
179.0895833,-34.88541667,-2031,Chalk
179.0229167,-34.89375,-2030,Chalk
179.01875,-34.88125,-2026,Chalk
179.0895833,-34.86458333,-2025,Chalk
179.0895833,-34.84791667,-2024,Chalk
179.0270833,-34.83541667,-2022,Chalk
179.0770833,-34.91458333,-2021,Chalk
179.0729167,-34.87708333,-2021,Chalk
179.05625,-34.84375,-2021,Chalk
179.0770833,-34.86875,-2020,Chalk
179.0479167,-34.86041667,-2020,Chalk
179.0645833,-34.83125,-2020,Chalk
179.0479167,-34.88125,-2019,Chalk
179.05625,-34.83125,-2019,Chalk
179.05625,-34.87708333,-2018,Chalk
179.0395833,-34.86875,-2018,Chalk
179.0895833,-34.89791667,-2017,Chalk
179.09375,-34.87291667,-2017,Chalk
179.0395833,-34.91041667,-2016,Chalk
179.0854167,-34.88958333,-2016,Chalk
179.01875,-34.84375,-2016,Chalk
179.0229167,-34.83958333,-2016,Chalk
179.0979167,-34.85625,-2014,Chalk
179.0604167,-34.83125,-2014,Chalk
179.03125,-34.83541667,-2013,Chalk
179.0645833,-34.89375,-2012,Chalk
179.09375,-34.89375,-2012,Chalk
179.0229167,-34.88125,-2012,Chalk
179.01875,-34.87708333,-2012,Chalk
179.08125,-34.84375,-2012,Chalk
179.04375,-34.83541667,-2010,Chalk
179.0229167,-34.87708333,-2009,Chalk
179.09375,-34.85625,-2009,Chalk
179.0479167,-34.83541667,-2009,Chalk
179.0354167,-34.83541667,-2008,Chalk
179.0479167,-34.90208333,-2007,Chalk
179.0395833,-34.83541667,-2007,Chalk
179.06875,-34.83125,-2005,Chalk
179.0395833,-34.85208333,-2002,Chalk
179.01875,-34.84791667,-2002,Chalk
179.06875,-34.91875,-1999,Chalk
179.0479167,-34.89791667,-1999,Chalk
179.0270833,-34.88125,-1999,Chalk
179.0729167,-34.88125,-1998,Chalk
179.0229167,-34.87291667,-1997,Chalk
179.0270833,-34.83958333,-1997,Chalk
179.04375,-34.87291667,-1996,Chalk
179.0229167,-34.84375,-1996,Chalk
179.0520833,-34.83541667,-1996,Chalk
179.1020833,-34.88541667,-1995,Chalk
179.0979167,-34.86458333,-1994,Chalk
179.0854167,-34.84791667,-1994,Chalk
179.0770833,-34.83125,-1994,Chalk
179.0270833,-34.92291667,-1993,Chalk
179.0354167,-34.91458333,-1992,Chalk
179.0395833,-34.88958333,-1992,Chalk
179.01875,-34.87291667,-1991,Chalk
179.0770833,-34.86458333,-1991,Chalk
179.0520833,-34.85625,-1988,Chalk
179.0895833,-34.85208333,-1988,Chalk
179.01875,-34.85208333,-1987,Chalk
179.0770833,-34.89375,-1986,Chalk
179.03125,-34.83958333,-1986,Chalk
179.0645833,-34.92291667,-1984,Chalk
179.1020833,-34.87291667,-1984,Chalk
179.06875,-34.84791667,-1984,Chalk
179.0729167,-34.91458333,-1982,Chalk
179.0770833,-34.83541667,-1981,Chalk
179.06875,-34.88541667,-1980,Chalk
179.0729167,-34.83125,-1979,Chalk
179.0479167,-34.89375,-1978,Chalk
179.0229167,-34.86875,-1978,Chalk
179.05625,-34.88958333,-1977,Chalk
179.08125,-34.90208333,-1976,Chalk
179.0604167,-34.87708333,-1976,Chalk
179.0229167,-34.84791667,-1976,Chalk
179.01875,-34.89375,-1975,Chalk
179.04375,-34.88958333,-1975,Chalk
179.0979167,-34.88958333,-1975,Chalk
179.0520833,-34.86041667,-1975,Chalk
179.01875,-34.85625,-1975,Chalk
179.03125,-34.91875,-1974,Chalk
179.06875,-34.89375,-1974,Chalk
179.1020833,-34.88125,-1974,Chalk
179.0479167,-34.90625,-1972,Chalk
179.01875,-34.86875,-1972,Chalk
179.06875,-34.88125,-1971,Chalk
179.0270833,-34.87708333,-1971,Chalk
179.1020833,-34.87708333,-1971,Chalk
179.0395833,-34.85625,-1971,Chalk
179.0395833,-34.86458333,-1970,Chalk
179.0979167,-34.86041667,-1969,Chalk
179.0645833,-34.87291667,-1968,Chalk
179.0770833,-34.85208333,-1967,Chalk
179.0729167,-34.89375,-1965,Chalk
179.01875,-34.86458333,-1965,Chalk
179.0229167,-34.86458333,-1965,Chalk
179.0270833,-34.87291667,-1962,Chalk
179.08125,-34.86041667,-1962,Chalk
179.0229167,-34.85625,-1962,Chalk
179.0229167,-34.85208333,-1962,Chalk
179.04375,-34.84791667,-1960,Chalk
179.03125,-34.88125,-1957,Chalk
179.0895833,-34.88125,-1956,Chalk
179.0395833,-34.86041667,-1956,Chalk
179.0270833,-34.84375,-1956,Chalk
179.0520833,-34.90208333,-1955,Chalk
179.01875,-34.86041667,-1954,Chalk
179.0270833,-34.86875,-1953,Chalk
179.0229167,-34.86041667,-1952,Chalk
179.04375,-34.91041667,-1951,Chalk
179.0479167,-34.87708333,-1950,Chalk
179.0895833,-34.85625,-1950,Chalk
179.0354167,-34.92291667,-1949,Chalk
179.0895833,-34.86875,-1949,Chalk
179.0604167,-34.84791667,-1949,Chalk
179.0645833,-34.83541667,-1949,Chalk
179.08125,-34.84791667,-1948,Chalk
179.0520833,-34.89791667,-1947,Chalk
179.0854167,-34.89791667,-1947,Chalk
179.03125,-34.88958333,-1947,Chalk
179.0270833,-34.86458333,-1947,Chalk
179.0645833,-34.84791667,-1946,Chalk
179.0354167,-34.83958333,-1946,Chalk
179.0770833,-34.83958333,-1946,Chalk
179.03125,-34.92291667,-1944,Chalk
179.0895833,-34.89375,-1944,Chalk
179.06875,-34.91458333,-1943,Chalk
179.03125,-34.87708333,-1943,Chalk
179.05625,-34.84791667,-1943,Chalk
179.09375,-34.86041667,-1942,Chalk
179.0479167,-34.84791667,-1941,Chalk
179.0604167,-34.83541667,-1941,Chalk
179.0645833,-34.91875,-1940,Chalk
179.0770833,-34.91041667,-1939,Chalk
179.0395833,-34.92291667,-1938,Chalk
179.03125,-34.88541667,-1937,Chalk
179.0979167,-34.86875,-1937,Chalk
179.05625,-34.88125,-1936,Chalk
179.0520833,-34.84791667,-1936,Chalk
179.0354167,-34.91875,-1935,Chalk
179.05625,-34.83541667,-1935,Chalk
179.06875,-34.83541667,-1934,Chalk
179.0729167,-34.83541667,-1932,Chalk
179.0854167,-34.88541667,-1931,Chalk
179.03125,-34.84375,-1931,Chalk
179.03125,-34.87291667,-1926,Chalk
179.0270833,-34.84791667,-1926,Chalk
179.0854167,-34.85208333,-1925,Chalk
179.0354167,-34.88958333,-1924,Chalk
179.0520833,-34.88125,-1924,Chalk
179.0645833,-34.91458333,-1918,Chalk
179.04375,-34.83958333,-1918,Chalk
179.0979167,-34.88541667,-1917,Chalk
179.0520833,-34.89375,-1916,Chalk
179.0479167,-34.83958333,-1915,Chalk
179.0395833,-34.83958333,-1914,Chalk
179.0270833,-34.86041667,-1912,Chalk
179.0479167,-34.88958333,-1910,Chalk
179.0395833,-34.91458333,-1909,Chalk
179.0270833,-34.85208333,-1909,Chalk
179.04375,-34.85208333,-1909,Chalk
179.09375,-34.88958333,-1908,Chalk
179.04375,-34.86875,-1908,Chalk
179.0729167,-34.91041667,-1906,Chalk
179.08125,-34.88958333,-1906,Chalk
179.0895833,-34.87708333,-1906,Chalk
179.0645833,-34.86041667,-1906,Chalk
179.06875,-34.91041667,-1905,Chalk
179.0604167,-34.88958333,-1903,Chalk
179.03125,-34.86875,-1902,Chalk
179.0520833,-34.83958333,-1902,Chalk
179.0270833,-34.85625,-1901,Chalk
179.0520833,-34.90625,-1900,Chalk
179.0604167,-34.92291667,-1899,Chalk
179.08125,-34.87708333,-1899,Chalk
179.0479167,-34.87291667,-1899,Chalk
179.03125,-34.84791667,-1897,Chalk
179.0854167,-34.86458333,-1895,Chalk
179.0729167,-34.85208333,-1895,Chalk
179.0354167,-34.87708333,-1894,Chalk
179.06875,-34.86041667,-1892,Chalk
179.0354167,-34.88125,-1890,Chalk
179.06875,-34.87291667,-1890,Chalk
179.04375,-34.92291667,-1889,Chalk
179.0395833,-34.91875,-1889,Chalk
179.0604167,-34.86041667,-1889,Chalk
179.0645833,-34.91041667,-1888,Chalk
179.0604167,-34.91458333,-1886,Chalk
179.0895833,-34.87291667,-1884,Chalk
179.0770833,-34.90625,-1883,Chalk
179.08125,-34.89791667,-1883,Chalk
179.0979167,-34.88125,-1881,Chalk
179.0770833,-34.84375,-1878,Chalk
179.0729167,-34.83958333,-1878,Chalk
179.0604167,-34.88125,-1877,Chalk
179.0479167,-34.92291667,-1876,Chalk
179.0604167,-34.91875,-1876,Chalk
179.03125,-34.86458333,-1876,Chalk
179.0770833,-34.85625,-1876,Chalk
179.04375,-34.88541667,-1875,Chalk
179.06875,-34.90625,-1873,Chalk
179.06875,-34.83958333,-1873,Chalk
179.05625,-34.88541667,-1872,Chalk
179.0645833,-34.87708333,-1872,Chalk
179.0645833,-34.83958333,-1870,Chalk
179.0854167,-34.85625,-1867,Chalk
179.0979167,-34.87291667,-1866,Chalk
179.0729167,-34.86041667,-1866,Chalk
179.0354167,-34.87291667,-1865,Chalk
179.0979167,-34.87708333,-1864,Chalk
179.0645833,-34.86458333,-1864,Chalk
179.09375,-34.86458333,-1864,Chalk
179.08125,-34.87291667,-1863,Chalk
179.0770833,-34.86041667,-1863,Chalk
179.03125,-34.85208333,-1863,Chalk
179.0520833,-34.92291667,-1862,Chalk
179.0770833,-34.87291667,-1862,Chalk
179.0895833,-34.86041667,-1862,Chalk
179.04375,-34.85625,-1860,Chalk
179.0604167,-34.83958333,-1858,Chalk
179.0479167,-34.91041667,-1857,Chalk
179.05625,-34.90208333,-1856,Chalk
179.0729167,-34.90625,-1855,Chalk
179.05625,-34.91458333,-1853,Chalk
179.03125,-34.86041667,-1853,Chalk
179.0395833,-34.88541667,-1852,Chalk
179.04375,-34.86458333,-1852,Chalk
179.03125,-34.85625,-1851,Chalk
179.05625,-34.89791667,-1850,Chalk
179.0645833,-34.88958333,-1850,Chalk
179.08125,-34.88125,-1848,Chalk
179.0854167,-34.88125,-1847,Chalk
179.08125,-34.85208333,-1847,Chalk
179.0520833,-34.87708333,-1846,Chalk
179.0604167,-34.86875,-1846,Chalk
179.0604167,-34.86458333,-1846,Chalk
179.0354167,-34.84375,-1845,Chalk
179.06875,-34.85208333,-1844,Chalk
179.0354167,-34.88541667,-1842,Chalk
179.0645833,-34.90625,-1841,Chalk
179.0854167,-34.89375,-1840,Chalk
179.0729167,-34.87291667,-1840,Chalk
179.05625,-34.92291667,-1838,Chalk
179.0479167,-34.88541667,-1838,Chalk
179.06875,-34.86458333,-1837,Chalk
179.0354167,-34.84791667,-1837,Chalk
179.0770833,-34.90208333,-1835,Chalk
179.09375,-34.88541667,-1835,Chalk
179.05625,-34.83958333,-1834,Chalk
179.04375,-34.86041667,-1832,Chalk
179.0520833,-34.88958333,-1831,Chalk
179.0395833,-34.88125,-1829,Chalk
179.0895833,-34.88958333,-1828,Chalk
179.05625,-34.86041667,-1828,Chalk
179.0770833,-34.88125,-1827,Chalk
179.0645833,-34.86875,-1826,Chalk
179.0520833,-34.91041667,-1825,Chalk
179.08125,-34.88541667,-1825,Chalk
179.0520833,-34.87291667,-1825,Chalk
179.08125,-34.86458333,-1825,Chalk
179.0479167,-34.85208333,-1825,Chalk
179.0770833,-34.88958333,-1824,Chalk
179.0395833,-34.87708333,-1824,Chalk
179.08125,-34.86875,-1824,Chalk
179.0645833,-34.90208333,-1823,Chalk
179.06875,-34.90208333,-1823,Chalk
179.06875,-34.88958333,-1823,Chalk
179.0854167,-34.86875,-1823,Chalk
179.05625,-34.91875,-1822,Chalk
179.0604167,-34.90208333,-1820,Chalk
179.0354167,-34.86875,-1820,Chalk
179.0604167,-34.88541667,-1819,Chalk
179.0729167,-34.88958333,-1818,Chalk
179.0604167,-34.91041667,-1817,Chalk
179.0479167,-34.86875,-1817,Chalk
179.0729167,-34.85625,-1812,Chalk
179.05625,-34.85208333,-1812,Chalk
179.0604167,-34.89791667,-1811,Chalk
179.0770833,-34.87708333,-1811,Chalk
179.0854167,-34.87708333,-1810,Chalk
179.05625,-34.86875,-1809,Chalk
179.04375,-34.91875,-1808,Chalk
179.0770833,-34.88541667,-1805,Chalk
179.0729167,-34.90208333,-1803,Chalk
179.05625,-34.89375,-1803,Chalk
179.0729167,-34.84375,-1803,Chalk
179.05625,-34.90625,-1802,Chalk
179.0770833,-34.84791667,-1802,Chalk
179.06875,-34.86875,-1800,Chalk
179.0604167,-34.85208333,-1799,Chalk
179.09375,-34.86875,-1798,Chalk
179.0479167,-34.91875,-1795,Chalk
179.0645833,-34.85208333,-1794,Chalk
179.0520833,-34.91875,-1793,Chalk
179.04375,-34.91458333,-1791,Chalk
179.0520833,-34.86875,-1791,Chalk
179.0645833,-34.89791667,-1787,Chalk
179.0354167,-34.85208333,-1787,Chalk
179.06875,-34.85625,-1786,Chalk
179.04375,-34.88125,-1785,Chalk
179.0854167,-34.87291667,-1785,Chalk
179.0395833,-34.87291667,-1784,Chalk
179.0645833,-34.85625,-1783,Chalk
179.0604167,-34.90625,-1781,Chalk
179.0729167,-34.86458333,-1780,Chalk
179.05625,-34.91041667,-1779,Chalk
179.05625,-34.87291667,-1779,Chalk
179.09375,-34.88125,-1777,Chalk
179.0354167,-34.86458333,-1777,Chalk
179.0770833,-34.89791667,-1776,Chalk
179.0520833,-34.86458333,-1776,Chalk
179.0520833,-34.91458333,-1772,Chalk
179.0854167,-34.86041667,-1772,Chalk
179.0479167,-34.86458333,-1771,Chalk
179.0354167,-34.85625,-1769,Chalk
179.06875,-34.89791667,-1767,Chalk
179.08125,-34.89375,-1767,Chalk
179.06875,-34.84375,-1766,Chalk
179.0354167,-34.86041667,-1765,Chalk
179.08125,-34.85625,-1764,Chalk
179.06875,-34.87708333,-1763,Chalk
179.0520833,-34.84375,-1763,Chalk
179.0479167,-34.84375,-1760,Chalk
179.0645833,-34.84375,-1759,Chalk
179.0520833,-34.85208333,-1757,Chalk
179.0604167,-34.89375,-1756,Chalk
179.0604167,-34.87291667,-1755,Chalk
179.0729167,-34.89791667,-1753,Chalk
179.0604167,-34.85625,-1752,Chalk
179.0604167,-34.84375,-1752,Chalk
179.0520833,-34.88541667,-1751,Chalk
179.0479167,-34.85625,-1751,Chalk
179.0645833,-34.88125,-1750,Chalk
179.0729167,-34.86875,-1749,Chalk
179.0479167,-34.91458333,-1748,Chalk
179.0395833,-34.84375,-1748,Chalk
179.04375,-34.84375,-1744,Chalk
179.04375,-34.87708333,-1741,Chalk
179.05625,-34.86458333,-1741,Chalk
179.05625,-34.85625,-1740,Chalk
179.0395833,-34.84791667,-1740,Chalk
179.0729167,-34.84791667,-1740,Chalk
179.0645833,-34.88541667,-1738,Chalk
179.0729167,-34.88541667,-1738,Chalk
179.09375,-34.87708333,-1736,Chalk
179.0895833,-34.88541667,-1731,Chalk
179.0895833,-34.86458333,-1725,Chalk
179.0729167,-34.87708333,-1721,Chalk
179.05625,-34.84375,-1721,Chalk
179.0770833,-34.86875,-1720,Chalk
179.0479167,-34.86041667,-1720,Chalk
179.0479167,-34.88125,-1719,Chalk
179.05625,-34.87708333,-1718,Chalk
179.0395833,-34.86875,-1718,Chalk
179.09375,-34.87291667,-1717,Chalk
179.0854167,-34.88958333,-1716,Chalk
179.0645833,-34.89375,-1712,Chalk
179.0395833,-34.85208333,-1702,Chalk
179.0729167,-34.88125,-1698,Chalk
179.04375,-34.87291667,-1696,Chalk
179.0770833,-34.86458333,-1691,Chalk
179.0520833,-34.85625,-1688,Chalk
179.0770833,-34.89375,-1686,Chalk
179.06875,-34.84791667,-1684,Chalk
179.06875,-34.88541667,-1680,Chalk
179.05625,-34.88958333,-1677,Chalk
179.0604167,-34.87708333,-1676,Chalk
179.0520833,-34.86041667,-1675,Chalk
179.06875,-34.89375,-1674,Chalk
179.06875,-34.88125,-1671,Chalk
179.0395833,-34.85625,-1671,Chalk
179.0395833,-34.86458333,-1670,Chalk
179.0645833,-34.87291667,-1668,Chalk
179.0770833,-34.85208333,-1667,Chalk
179.0729167,-34.89375,-1665,Chalk
179.08125,-34.86041667,-1662,Chalk
179.04375,-34.84791667,-1660,Chalk
179.0895833,-34.88125,-1656,Chalk
179.0395833,-34.86041667,-1656,Chalk
179.0479167,-34.87708333,-1650,Chalk
179.0895833,-34.86875,-1649,Chalk
179.0604167,-34.84791667,-1649,Chalk
179.0645833,-34.84791667,-1646,Chalk
179.05625,-34.84791667,-1643,Chalk
179.0479167,-34.84791667,-1641,Chalk
179.05625,-34.88125,-1636,Chalk
179.0520833,-34.84791667,-1636,Chalk
179.0854167,-34.88541667,-1631,Chalk
179.0520833,-34.88125,-1624,Chalk
179.04375,-34.85208333,-1609,Chalk
179.04375,-34.86875,-1608,Chalk
179.08125,-34.88958333,-1606,Chalk
179.0895833,-34.87708333,-1606,Chalk
179.0645833,-34.86041667,-1606,Chalk
179.0604167,-34.88958333,-1603,Chalk
179.08125,-34.87708333,-1599,Chalk
179.0479167,-34.87291667,-1599,Chalk
179.0854167,-34.86458333,-1595,Chalk
179.0729167,-34.85208333,-1595,Chalk
179.06875,-34.86041667,-1592,Chalk
179.06875,-34.87291667,-1590,Chalk
179.0604167,-34.86041667,-1589,Chalk
179.0895833,-34.87291667,-1584,Chalk
179.0604167,-34.88125,-1577,Chalk
179.0770833,-34.85625,-1576,Chalk
179.05625,-34.88541667,-1572,Chalk
179.0645833,-34.87708333,-1572,Chalk
179.0729167,-34.86041667,-1566,Chalk
179.08125,-34.87291667,-1563,Chalk
179.0770833,-34.86041667,-1563,Chalk
179.0770833,-34.87291667,-1562,Chalk
179.04375,-34.85625,-1560,Chalk
179.04375,-34.86458333,-1552,Chalk
179.0645833,-34.88958333,-1550,Chalk
179.08125,-34.88125,-1548,Chalk
179.0854167,-34.88125,-1547,Chalk
179.0520833,-34.87708333,-1546,Chalk
179.06875,-34.85208333,-1544,Chalk
179.0729167,-34.87291667,-1540,Chalk
179.04375,-34.86041667,-1532,Chalk
179.05625,-34.86041667,-1528,Chalk
179.0770833,-34.88125,-1527,Chalk
179.08125,-34.88541667,-1525,Chalk
179.0520833,-34.87291667,-1525,Chalk
179.08125,-34.86458333,-1525,Chalk
